"","NSC","PANEL","CELL","NLOGGI50","INDN","TOTN","DRUGNAME"
"4178",606869,"Ovarian","OVCAR-5",5.246,3,3,"Clofarabine"
"4179",606869,"Ovarian","OVCAR-8",7.535,3,3,"Clofarabine"
"4180",606869,"Ovarian","IGROV1",4.745,3,3,"Clofarabine"
"4181",606869,"Ovarian","SK-OV-3",6.45,3,3,"Clofarabine"
"4182",606869,"Leukemia","CCRF-CEM",8,1,3,"Clofarabine"
"4183",606869,"Leukemia","K-562",6.371,2,3,"Clofarabine"
"4184",606869,"Leukemia","MOLT-4",8,2,3,"Clofarabine"
"4185",606869,"Leukemia","HL-60(TB)",6.512,1,3,"Clofarabine"
"4186",606869,"Leukemia","RPMI-8226",4.526,3,3,"Clofarabine"
"4187",606869,"Leukemia","SR",5.777,2,3,"Clofarabine"
"4188",606869,"Renal","UO-31",6.642,3,3,"Clofarabine"
"4189",606869,"Renal","SN12C",7.358,2,3,"Clofarabine"
"4190",606869,"Renal","A498",6.547,1,3,"Clofarabine"
"4191",606869,"Renal","CAKI-1",7.454,3,3,"Clofarabine"
"4192",606869,"Renal","RXF 393",4.893,2,3,"Clofarabine"
"4193",606869,"Renal","786-0",7.058,3,3,"Clofarabine"
"4194",606869,"Renal","ACHN",6.772,3,3,"Clofarabine"
"4195",606869,"Renal","TK-10",6.26,3,3,"Clofarabine"
"4196",606869,"Melanoma","LOX IMVI",5.662,3,3,"Clofarabine"
"4197",606869,"Melanoma","MALME-3M",6.711,3,3,"Clofarabine"
"4198",606869,"Melanoma","SK-MEL-2",4,3,3,"Clofarabine"
"4199",606869,"Melanoma","SK-MEL-5",6.776,3,3,"Clofarabine"
"4200",606869,"Melanoma","SK-MEL-28",5.025,3,3,"Clofarabine"
"4201",606869,"Melanoma","M14",7.62,3,3,"Clofarabine"
"4202",606869,"Melanoma","UACC-62",6.839,3,3,"Clofarabine"
"4203",606869,"Melanoma","UACC-257",5.38,3,3,"Clofarabine"
"4204",606869,"Prostate","PC-3",4.001,3,3,"Clofarabine"
"4205",606869,"Prostate","DU-145",6.765,3,3,"Clofarabine"
"4206",606869,"Central Nervous System","SNB-19",6.719,3,3,"Clofarabine"
"4207",606869,"Central Nervous System","SNB-75",6.136,2,3,"Clofarabine"
"4208",606869,"Central Nervous System","U251",6.672,3,3,"Clofarabine"
"4209",606869,"Central Nervous System","SF-268",6.653,3,3,"Clofarabine"
"4210",606869,"Central Nervous System","SF-295",5.774,3,3,"Clofarabine"
"4211",606869,"Central Nervous System","SF-539",5.685,3,3,"Clofarabine"
"4212",608210,"Non-Small Cell Lung","NCI-H23",7.729,2,2,"Vinorelbine"
"4213",608210,"Non-Small Cell Lung","NCI-H522",7.644,2,2,"Vinorelbine"
"4214",608210,"Non-Small Cell Lung","A549/ATCC",7.722,2,2,"Vinorelbine"
"4215",608210,"Non-Small Cell Lung","EKVX",8,2,2,"Vinorelbine"
"4216",608210,"Non-Small Cell Lung","NCI-H226",7.52,2,2,"Vinorelbine"
"4217",608210,"Non-Small Cell Lung","NCI-H322M",8,1,2,"Vinorelbine"
"4218",608210,"Non-Small Cell Lung","NCI-H460",8,2,2,"Vinorelbine"
"4219",608210,"Non-Small Cell Lung","HOP-62",7.83,2,2,"Vinorelbine"
"4220",608210,"Non-Small Cell Lung","HOP-92",7.327,2,2,"Vinorelbine"
"4221",608210,"Colon","HT29",8,2,2,"Vinorelbine"
"4222",608210,"Colon","HCC-2998",7.958,2,2,"Vinorelbine"
"4223",608210,"Colon","HCT-116",8,2,2,"Vinorelbine"
"4224",608210,"Colon","SW-620",8,2,2,"Vinorelbine"
"4225",608210,"Colon","COLO 205",8,2,2,"Vinorelbine"
"4226",608210,"Colon","HCT-15",6.851,2,2,"Vinorelbine"
"4227",608210,"Colon","KM12",8,2,2,"Vinorelbine"
"4228",608210,"Breast","MCF7",8,2,2,"Vinorelbine"
"4229",608210,"Ovarian","NCI/ADR-RES",5.801,2,2,"Vinorelbine"
"4230",608210,"Breast","MDA-MB-231/ATCC",7.744,2,2,"Vinorelbine"
"4231",608210,"Breast","HS 578T",8,2,2,"Vinorelbine"
"4232",608210,"Melanoma","MDA-MB-435",8,2,2,"Vinorelbine"
"4233",608210,"Breast","BT-549",7.972,2,2,"Vinorelbine"
"4234",608210,"Breast","MDA-MB-468",8,1,2,"Vinorelbine"
"4235",608210,"Ovarian","OVCAR-3",8,2,2,"Vinorelbine"
"4236",608210,"Ovarian","OVCAR-4",8,1,2,"Vinorelbine"
"4237",608210,"Ovarian","OVCAR-5",8,1,2,"Vinorelbine"
"4238",608210,"Ovarian","OVCAR-8",7.672,2,2,"Vinorelbine"
"4239",608210,"Ovarian","IGROV1",7.867,2,2,"Vinorelbine"
"4240",608210,"Ovarian","SK-OV-3",8,2,2,"Vinorelbine"
"4241",608210,"Leukemia","CCRF-CEM",8,2,2,"Vinorelbine"
"4242",608210,"Leukemia","K-562",8,2,2,"Vinorelbine"
"4243",608210,"Leukemia","MOLT-4",8,2,2,"Vinorelbine"
"4244",608210,"Leukemia","HL-60(TB)",8,2,2,"Vinorelbine"
"4245",608210,"Leukemia","RPMI-8226",8,2,2,"Vinorelbine"
"4246",608210,"Leukemia","SR",8,1,2,"Vinorelbine"
"4247",608210,"Renal","UO-31",5.993,2,2,"Vinorelbine"
"4248",608210,"Renal","SN12C",7.67,2,2,"Vinorelbine"
"4249",608210,"Renal","A498",8,2,2,"Vinorelbine"
"4250",608210,"Renal","CAKI-1",6.934,2,2,"Vinorelbine"
"4251",608210,"Renal","RXF 393",8,1,2,"Vinorelbine"
"4252",608210,"Renal","786-0",7.689,2,2,"Vinorelbine"
"4253",608210,"Renal","ACHN",6.713,2,2,"Vinorelbine"
"4254",608210,"Renal","TK-10",6.193,1,2,"Vinorelbine"
"4255",608210,"Melanoma","LOX IMVI",8,2,2,"Vinorelbine"
"4256",608210,"Melanoma","MALME-3M",8,1,2,"Vinorelbine"
"4257",608210,"Melanoma","SK-MEL-2",6.139,2,2,"Vinorelbine"
"4258",608210,"Melanoma","SK-MEL-5",8,2,2,"Vinorelbine"
"4259",608210,"Melanoma","SK-MEL-28",8,1,2,"Vinorelbine"
"4260",608210,"Melanoma","M14",7.989,2,2,"Vinorelbine"
"4261",608210,"Melanoma","UACC-62",8,2,2,"Vinorelbine"
"4262",608210,"Prostate","PC-3",8,2,2,"Vinorelbine"
"4263",608210,"Prostate","DU-145",8,2,2,"Vinorelbine"
"4264",608210,"Central Nervous System","SNB-19",8,2,2,"Vinorelbine"
"4265",608210,"Central Nervous System","SNB-75",8,1,2,"Vinorelbine"
"4266",608210,"Central Nervous System","U251",8,2,2,"Vinorelbine"
"4267",608210,"Central Nervous System","SF-268",8,2,2,"Vinorelbine"
"4268",608210,"Central Nervous System","SF-295",8,2,2,"Vinorelbine"
"4269",608210,"Central Nervous System","SF-539",8,2,2,"Vinorelbine"
"4270",609699,"Non-Small Cell Lung","NCI-H23",7.428,6,7,"Topotecan"
"4271",609699,"Non-Small Cell Lung","NCI-H522",7.329,7,7,"Topotecan"
"4272",609699,"Non-Small Cell Lung","A549/ATCC",7.066,7,7,"Topotecan"
"4273",609699,"Non-Small Cell Lung","EKVX",5.569,7,7,"Topotecan"
"4274",609699,"Non-Small Cell Lung","NCI-H226",7.17,6,7,"Topotecan"
"4275",609699,"Non-Small Cell Lung","NCI-H322M",6.277,7,7,"Topotecan"
"4276",609699,"Non-Small Cell Lung","NCI-H460",7.631,7,7,"Topotecan"
"4277",609699,"Non-Small Cell Lung","HOP-62",7.758,7,7,"Topotecan"
"4278",609699,"Non-Small Cell Lung","HOP-18",6.596,2,7,"Topotecan"
"4279",609699,"Non-Small Cell Lung","HOP-92",6.513,7,7,"Topotecan"
"4280",609699,"Non-Small Cell Lung","LXFL 529",5.641,2,7,"Topotecan"
"4281",609699,"Small Cell Lung","DMS 114",7.455,2,7,"Topotecan"
"4282",609699,"Small Cell Lung","DMS 273",7.43,2,7,"Topotecan"
"4283",609699,"Colon","HT29",6.577,7,7,"Topotecan"
"4284",609699,"Colon","HCC-2998",6.313,5,7,"Topotecan"
"4285",609699,"Colon","HCT-116",7.119,7,7,"Topotecan"
"4286",609699,"Colon","SW-620",7.042,6,7,"Topotecan"
"4287",609699,"Colon","COLO 205",5.978,7,7,"Topotecan"
"4288",609699,"Colon","DLD-1",5.332,2,7,"Topotecan"
"4289",609699,"Colon","HCT-15",6.182,6,7,"Topotecan"
"4290",609699,"Colon","KM12",6.468,7,7,"Topotecan"
"4291",609699,"Colon","KM20L2",5.654,1,7,"Topotecan"
"4292",609699,"Breast","MCF7",7.773,5,7,"Topotecan"
"4293",609699,"Ovarian","NCI/ADR-RES",7,5,7,"Topotecan"
"4294",609699,"Breast","MDA-MB-231/ATCC",5.575,5,7,"Topotecan"
"4295",609699,"Breast","HS 578T",5.166,5,7,"Topotecan"
"4296",609699,"Melanoma","MDA-MB-435",6.827,5,7,"Topotecan"
"4297",609699,"Melanoma","MDA-N",6.846,3,7,"Topotecan"
"4298",609699,"Breast","BT-549",6.906,5,7,"Topotecan"
"4299",609699,"Breast","T-47D",7.669,5,7,"Topotecan"
"4300",609699,"Breast","MDA-MB-468",7.575,2,7,"Topotecan"
"4301",609699,"Ovarian","OVCAR-3",6.243,7,7,"Topotecan"
"4302",609699,"Ovarian","OVCAR-4",6.109,6,7,"Topotecan"
"4303",609699,"Ovarian","OVCAR-5",6.342,7,7,"Topotecan"
"4304",609699,"Ovarian","OVCAR-8",7.209,7,7,"Topotecan"
"4305",609699,"Ovarian","IGROV1",6.358,7,7,"Topotecan"
"4306",609699,"Ovarian","SK-OV-3",7.167,7,7,"Topotecan"
"4307",609699,"Leukemia","CCRF-CEM",7.943,6,7,"Topotecan"
"4308",609699,"Leukemia","K-562",6.741,7,7,"Topotecan"
"4309",609699,"Leukemia","MOLT-4",7.868,6,7,"Topotecan"
"4310",609699,"Leukemia","HL-60(TB)",7.485,5,7,"Topotecan"
"4311",609699,"Leukemia","RPMI-8226",6.317,7,7,"Topotecan"
"4312",609699,"Leukemia","SR",7.2,5,7,"Topotecan"
"4313",609699,"Renal","UO-31",7.134,7,7,"Topotecan"
"4314",609699,"Renal","SN12C",7.54,6,7,"Topotecan"
"4315",609699,"Renal","A498",6.869,7,7,"Topotecan"
"4316",609699,"Renal","CAKI-1",7.818,6,7,"Topotecan"
"4317",609699,"Renal","RXF 393",7.035,6,7,"Topotecan"
"4318",609699,"Renal","RXF-631",6.426,1,7,"Topotecan"
"4319",609699,"Renal","786-0",7.53,6,7,"Topotecan"
"4320",609699,"Renal","ACHN",7.599,7,7,"Topotecan"
"4321",609699,"Renal","TK-10",5.438,7,7,"Topotecan"
"4322",609699,"Melanoma","LOX IMVI",7.737,6,7,"Topotecan"
"4323",609699,"Melanoma","MALME-3M",6.376,7,7,"Topotecan"
"4324",609699,"Melanoma","SK-MEL-2",5.841,7,7,"Topotecan"
"4325",609699,"Melanoma","SK-MEL-5",7.221,6,7,"Topotecan"
"4326",609699,"Melanoma","SK-MEL-28",5.799,7,7,"Topotecan"
"4327",609699,"Melanoma","M14",7.496,7,7,"Topotecan"
"4328",609699,"Melanoma","M19-MEL",6.22,2,7,"Topotecan"
"4329",609699,"Melanoma","UACC-62",7.704,7,7,"Topotecan"
"4330",609699,"Melanoma","UACC-257",6.456,7,7,"Topotecan"
"4331",609699,"Prostate","PC-3",6.556,5,7,"Topotecan"
"4332",609699,"Prostate","DU-145",7.752,5,7,"Topotecan"
"4333",609699,"Central Nervous System","SNB-19",7.526,7,7,"Topotecan"
"4334",609699,"Central Nervous System","SNB-75",7.29,6,7,"Topotecan"
"4335",609699,"Central Nervous System","SNB-78",5.327,2,7,"Topotecan"
"4336",609699,"Central Nervous System","U251",7.563,7,7,"Topotecan"
"4337",609699,"Central Nervous System","SF-268",7.722,7,7,"Topotecan"
"4338",609699,"Central Nervous System","SF-295",7.437,6,7,"Topotecan"
"4339",609699,"Central Nervous System","SF-539",7.715,7,7,"Topotecan"
"4340",609699,"Central Nervous System","XF 498",6.233,2,7,"Topotecan"
"4341",613327,"Non-Small Cell Lung","NCI-H23",8,1,1,"Gemcitabine"
"4342",613327,"Non-Small Cell Lung","A549/ATCC",8,1,1,"Gemcitabine"
"4343",613327,"Non-Small Cell Lung","EKVX",4,1,1,"Gemcitabine"
"4344",613327,"Non-Small Cell Lung","NCI-H226",7.023,1,1,"Gemcitabine"
"4345",613327,"Non-Small Cell Lung","NCI-H322M",7.607,1,1,"Gemcitabine"
"4346",613327,"Non-Small Cell Lung","NCI-H460",8,1,1,"Gemcitabine"
"4347",613327,"Non-Small Cell Lung","HOP-62",8,1,1,"Gemcitabine"
"4348",613327,"Non-Small Cell Lung","HOP-92",8,1,1,"Gemcitabine"
"4349",613327,"Colon","HT29",6.327,1,1,"Gemcitabine"
"4350",613327,"Colon","HCC-2998",6.027,1,1,"Gemcitabine"
"4351",613327,"Colon","HCT-116",8,1,1,"Gemcitabine"
"4352",613327,"Colon","SW-620",6.488,1,1,"Gemcitabine"
"4353",613327,"Colon","COLO 205",6.051,1,1,"Gemcitabine"
"4354",613327,"Colon","HCT-15",8,1,1,"Gemcitabine"
"4355",613327,"Colon","KM12",4.405,1,1,"Gemcitabine"
"4356",613327,"Breast","MCF7",8,1,1,"Gemcitabine"
"4357",613327,"Ovarian","NCI/ADR-RES",8,1,1,"Gemcitabine"
"4358",613327,"Breast","MDA-MB-231/ATCC",6.034,1,1,"Gemcitabine"
"4359",613327,"Breast","HS 578T",4,1,1,"Gemcitabine"
"4360",613327,"Melanoma","MDA-MB-435",8,1,1,"Gemcitabine"
"4361",613327,"Melanoma","MDA-N",7.189,1,1,"Gemcitabine"
"4362",613327,"Breast","BT-549",7.75,1,1,"Gemcitabine"
"4363",613327,"Breast","T-47D",5.857,1,1,"Gemcitabine"
"4364",613327,"Ovarian","OVCAR-3",5.726,1,1,"Gemcitabine"
"4365",613327,"Ovarian","OVCAR-4",4,1,1,"Gemcitabine"
"4366",613327,"Ovarian","OVCAR-5",8,1,1,"Gemcitabine"
"4367",613327,"Ovarian","OVCAR-8",8,1,1,"Gemcitabine"
"4368",613327,"Ovarian","IGROV1",4,1,1,"Gemcitabine"
"4369",613327,"Ovarian","SK-OV-3",6.512,1,1,"Gemcitabine"
"4370",613327,"Leukemia","CCRF-CEM",8,1,1,"Gemcitabine"
"4371",613327,"Leukemia","MOLT-4",8,1,1,"Gemcitabine"
"4372",613327,"Leukemia","HL-60(TB)",8,1,1,"Gemcitabine"
"4373",613327,"Leukemia","RPMI-8226",8,1,1,"Gemcitabine"
"4374",613327,"Leukemia","SR",8,1,1,"Gemcitabine"
"4375",613327,"Renal","UO-31",8,1,1,"Gemcitabine"
"4376",613327,"Renal","SN12C",8,1,1,"Gemcitabine"
"4377",613327,"Renal","A498",8,1,1,"Gemcitabine"
"4378",613327,"Renal","CAKI-1",8,1,1,"Gemcitabine"
"4379",613327,"Renal","RXF 393",8,1,1,"Gemcitabine"
"4380",613327,"Renal","ACHN",8,1,1,"Gemcitabine"
"4381",613327,"Renal","TK-10",4,1,1,"Gemcitabine"
"4382",613327,"Melanoma","LOX IMVI",8,1,1,"Gemcitabine"
"4383",613327,"Melanoma","SK-MEL-2",4,1,1,"Gemcitabine"
"4384",613327,"Melanoma","SK-MEL-5",8,1,1,"Gemcitabine"
"4385",613327,"Melanoma","SK-MEL-28",4,1,1,"Gemcitabine"
"4386",613327,"Melanoma","M14",8,1,1,"Gemcitabine"
"4387",613327,"Melanoma","UACC-62",8,1,1,"Gemcitabine"
"4388",613327,"Melanoma","UACC-257",4.994,1,1,"Gemcitabine"
"4389",613327,"Prostate","PC-3",6.43,1,1,"Gemcitabine"
"4390",613327,"Prostate","DU-145",8,1,1,"Gemcitabine"
"4391",613327,"Central Nervous System","SNB-19",8,1,1,"Gemcitabine"
"4392",613327,"Central Nervous System","SNB-75",7.514,1,1,"Gemcitabine"
"4393",613327,"Central Nervous System","U251",8,1,1,"Gemcitabine"
"4394",613327,"Central Nervous System","SF-268",8,1,1,"Gemcitabine"
"4395",613327,"Central Nervous System","SF-295",8,1,1,"Gemcitabine"
"4396",613327,"Central Nervous System","SF-539",8,1,1,"Gemcitabine"
"4397",614826,"Non-Small Cell Lung","NCI-H23",5.417,5,6,"Acetalax"
"4398",614826,"Non-Small Cell Lung","NCI-H522",4.115,5,6,"Acetalax"
"4399",614826,"Non-Small Cell Lung","A549/ATCC",4.039,6,6,"Acetalax"
"4400",614826,"Non-Small Cell Lung","EKVX",4.726,6,6,"Acetalax"
"4401",614826,"Non-Small Cell Lung","NCI-H226",4.059,3,6,"Acetalax"
"4402",614826,"Non-Small Cell Lung","NCI-H322M",5.628,5,6,"Acetalax"
"4403",614826,"Non-Small Cell Lung","NCI-H460",4.004,4,6,"Acetalax"
"4404",614826,"Non-Small Cell Lung","HOP-62",4.033,5,6,"Acetalax"
"4405",614826,"Non-Small Cell Lung","HOP-18",4.328,2,6,"Acetalax"
"4406",614826,"Non-Small Cell Lung","HOP-92",4.434,5,6,"Acetalax"
"4407",614826,"Non-Small Cell Lung","LXFL 529",4.541,2,6,"Acetalax"
"4408",614826,"Small Cell Lung","DMS 114",6.244,2,6,"Acetalax"
"4409",614826,"Small Cell Lung","DMS 273",4,1,6,"Acetalax"
"4410",614826,"Colon","HT29",4.029,5,6,"Acetalax"
"4411",614826,"Colon","HCC-2998",5.537,5,6,"Acetalax"
"4412",614826,"Colon","HCT-116",4.151,6,6,"Acetalax"
"4413",614826,"Colon","SW-620",4,6,6,"Acetalax"
"4414",614826,"Colon","COLO 205",6.392,5,6,"Acetalax"
"4415",614826,"Colon","DLD-1",5.148,2,6,"Acetalax"
"4416",614826,"Colon","HCT-15",4.282,5,6,"Acetalax"
"4417",614826,"Colon","KM12",4.153,6,6,"Acetalax"
"4418",614826,"Colon","KM20L2",4.266,2,6,"Acetalax"
"4419",614826,"Breast","MCF7",6.422,3,6,"Acetalax"
"4420",614826,"Ovarian","NCI/ADR-RES",5.878,4,6,"Acetalax"
"4421",614826,"Breast","MDA-MB-231/ATCC",4.262,4,6,"Acetalax"
"4422",614826,"Breast","HS 578T",6.634,3,6,"Acetalax"
"4423",614826,"Breast","SK-BR-3",6.683,1,6,"Acetalax"
"4424",614826,"Melanoma","MDA-MB-435",4.117,3,6,"Acetalax"
"4425",614826,"Melanoma","MDA-N",4.056,4,6,"Acetalax"
"4426",614826,"Breast","BT-549",7.074,2,6,"Acetalax"
"4427",614826,"Breast","T-47D",6.642,3,6,"Acetalax"
"4428",614826,"Breast","MAXF 401",4.557,1,6,"Acetalax"
"4429",614826,"Breast","MDA-MB-468",5.873,1,6,"Acetalax"
"4430",614826,"Ovarian","OVCAR-3",6.66,5,6,"Acetalax"
"4431",614826,"Ovarian","OVCAR-4",6.836,5,6,"Acetalax"
"4432",614826,"Ovarian","OVCAR-5",4.655,6,6,"Acetalax"
"4433",614826,"Ovarian","OVCAR-8",5.854,6,6,"Acetalax"
"4434",614826,"Ovarian","IGROV1",4.145,6,6,"Acetalax"
"4435",614826,"Ovarian","SK-OV-3",4.226,6,6,"Acetalax"
"4436",614826,"Leukemia","CCRF-CEM",4.148,4,6,"Acetalax"
"4437",614826,"Leukemia","K-562",4.226,5,6,"Acetalax"
"4438",614826,"Leukemia","MOLT-4",4.244,5,6,"Acetalax"
"4439",614826,"Leukemia","HL-60(TB)",4.441,4,6,"Acetalax"
"4440",614826,"Leukemia","RPMI-8226",4.185,5,6,"Acetalax"
"4441",614826,"Leukemia","SR",4.191,3,6,"Acetalax"
"4442",614826,"Renal","UO-31",4.157,6,6,"Acetalax"
"4443",614826,"Renal","SN12C",5.145,4,6,"Acetalax"
"4444",614826,"Renal","A498",4.229,5,6,"Acetalax"
"4445",614826,"Renal","CAKI-1",4,6,6,"Acetalax"
"4446",614826,"Renal","RXF 393",4.859,5,6,"Acetalax"
"4447",614826,"Renal","RXF-631",4,1,6,"Acetalax"
"4448",614826,"Renal","786-0",4.038,5,6,"Acetalax"
"4449",614826,"Renal","ACHN",4.104,5,6,"Acetalax"
"4450",614826,"Renal","TK-10",4.09,6,6,"Acetalax"
"4451",614826,"Melanoma","LOX IMVI",4.535,6,6,"Acetalax"
"4452",614826,"Melanoma","MALME-3M",4.105,6,6,"Acetalax"
"4453",614826,"Melanoma","SK-MEL-2",4.006,5,6,"Acetalax"
"4454",614826,"Melanoma","SK-MEL-5",4.165,6,6,"Acetalax"
"4455",614826,"Melanoma","SK-MEL-28",4,6,6,"Acetalax"
"4456",614826,"Melanoma","M14",4.029,5,6,"Acetalax"
"4457",614826,"Melanoma","M19-MEL",4.011,2,6,"Acetalax"
"4458",614826,"Melanoma","UACC-62",4.323,6,6,"Acetalax"
"4459",614826,"Melanoma","UACC-257",4.059,4,6,"Acetalax"
"4460",614826,"Prostate","PC-3",4.577,4,6,"Acetalax"
"4461",614826,"Prostate","DU-145",4.074,4,6,"Acetalax"
"4462",614826,"Central Nervous System","SNB-19",4,5,6,"Acetalax"
"4463",614826,"Central Nervous System","SNB-75",4.545,5,6,"Acetalax"
"4464",614826,"Central Nervous System","SNB-78",4.324,2,6,"Acetalax"
"4465",614826,"Central Nervous System","U251",4.011,6,6,"Acetalax"
"4466",614826,"Central Nervous System","SF-268",4,5,6,"Acetalax"
"4467",614826,"Central Nervous System","SF-295",4.192,6,6,"Acetalax"
"4468",614826,"Central Nervous System","SF-539",4.04,6,6,"Acetalax"
"4469",614826,"Central Nervous System","XF 498",4.397,2,6,"Acetalax"
"4470",616348,"Non-Small Cell Lung","NCI-H23",5.123,8,8,"Irinotecan"
"4471",616348,"Non-Small Cell Lung","NCI-H522",5.008,8,8,"Irinotecan"
"4472",616348,"Non-Small Cell Lung","A549/ATCC",4.627,8,8,"Irinotecan"
"4473",616348,"Non-Small Cell Lung","EKVX",4.414,7,8,"Irinotecan"
"4474",616348,"Non-Small Cell Lung","NCI-H226",5.102,8,8,"Irinotecan"
"4475",616348,"Non-Small Cell Lung","NCI-H322M",4.538,7,8,"Irinotecan"
"4476",616348,"Non-Small Cell Lung","NCI-H460",5.223,8,8,"Irinotecan"
"4477",616348,"Non-Small Cell Lung","HOP-62",5.438,6,8,"Irinotecan"
"4478",616348,"Non-Small Cell Lung","HOP-18",4.438,1,8,"Irinotecan"
"4479",616348,"Non-Small Cell Lung","HOP-92",5.027,8,8,"Irinotecan"
"4480",616348,"Small Cell Lung","DMS 114",5.085,2,8,"Irinotecan"
"4481",616348,"Small Cell Lung","DMS 273",5.286,2,8,"Irinotecan"
"4482",616348,"Colon","HT29",4.864,7,8,"Irinotecan"
"4483",616348,"Colon","HCC-2998",4.884,7,8,"Irinotecan"
"4484",616348,"Colon","HCT-116",5.195,7,8,"Irinotecan"
"4485",616348,"Colon","SW-620",4.963,8,8,"Irinotecan"
"4486",616348,"Colon","COLO 205",4.686,7,8,"Irinotecan"
"4487",616348,"Colon","DLD-1",4,1,8,"Irinotecan"
"4488",616348,"Colon","HCT-15",4.499,8,8,"Irinotecan"
"4489",616348,"Colon","KM12",4.597,8,8,"Irinotecan"
"4490",616348,"Colon","KM20L2",4.765,1,8,"Irinotecan"
"4491",616348,"Breast","MCF7",5.239,8,8,"Irinotecan"
"4492",616348,"Ovarian","NCI/ADR-RES",4.397,8,8,"Irinotecan"
"4493",616348,"Breast","MDA-MB-231/ATCC",4.385,6,8,"Irinotecan"
"4494",616348,"Breast","HS 578T",4.263,5,8,"Irinotecan"
"4495",616348,"Melanoma","MDA-MB-435",4.696,6,8,"Irinotecan"
"4496",616348,"Breast","BT-549",4.858,4,8,"Irinotecan"
"4497",616348,"Breast","T-47D",4.58,5,8,"Irinotecan"
"4498",616348,"Breast","MDA-MB-468",5.664,1,8,"Irinotecan"
"4499",616348,"Ovarian","OVCAR-3",4.665,7,8,"Irinotecan"
"4500",616348,"Ovarian","OVCAR-4",4.468,5,8,"Irinotecan"
"4501",616348,"Ovarian","OVCAR-5",4.527,8,8,"Irinotecan"
"4502",616348,"Ovarian","OVCAR-8",4.784,8,8,"Irinotecan"
"4503",616348,"Ovarian","IGROV1",4.515,7,8,"Irinotecan"
"4504",616348,"Ovarian","SK-OV-3",4.662,5,8,"Irinotecan"
"4505",616348,"Leukemia","P388",4.996,1,8,"Irinotecan"
"4506",616348,"Leukemia","P388/ADR",4.476,1,8,"Irinotecan"
"4507",616348,"Leukemia","CCRF-CEM",5.346,6,8,"Irinotecan"
"4508",616348,"Leukemia","K-562",4.96,6,8,"Irinotecan"
"4509",616348,"Leukemia","MOLT-4",5.78,5,8,"Irinotecan"
"4510",616348,"Leukemia","HL-60(TB)",4.946,6,8,"Irinotecan"
"4511",616348,"Leukemia","RPMI-8226",4.72,7,8,"Irinotecan"
"4512",616348,"Leukemia","SR",7.098,2,8,"Irinotecan"
"4513",616348,"Renal","UO-31",4.706,8,8,"Irinotecan"
"4514",616348,"Renal","SN12C",5.388,8,8,"Irinotecan"
"4515",616348,"Renal","SN12K1",4.921,2,8,"Irinotecan"
"4516",616348,"Renal","A498",5.01,7,8,"Irinotecan"
"4517",616348,"Renal","CAKI-1",5.078,7,8,"Irinotecan"
"4518",616348,"Renal","RXF 393",4.52,7,8,"Irinotecan"
"4519",616348,"Renal","786-0",5.506,5,8,"Irinotecan"
"4520",616348,"Renal","ACHN",5.513,6,8,"Irinotecan"
"4521",616348,"Renal","TK-10",4.734,6,8,"Irinotecan"
"4522",616348,"Melanoma","LOX IMVI",5.475,8,8,"Irinotecan"
"4523",616348,"Melanoma","MALME-3M",4.7,4,8,"Irinotecan"
"4524",616348,"Melanoma","SK-MEL-2",4.152,8,8,"Irinotecan"
"4525",616348,"Melanoma","SK-MEL-5",4.94,7,8,"Irinotecan"
"4526",616348,"Melanoma","SK-MEL-28",4.313,6,8,"Irinotecan"
"4527",616348,"Melanoma","M14",5.472,5,8,"Irinotecan"
"4528",616348,"Melanoma","M19-MEL",4.646,1,8,"Irinotecan"
"4529",616348,"Melanoma","UACC-62",5.49,7,8,"Irinotecan"
"4530",616348,"Melanoma","UACC-257",4.398,8,8,"Irinotecan"
"4531",616348,"Prostate","PC-3",4.708,6,8,"Irinotecan"
"4532",616348,"Prostate","DU-145",5.388,5,8,"Irinotecan"
"4533",616348,"Central Nervous System","SNB-19",4.621,7,8,"Irinotecan"
"4534",616348,"Central Nervous System","SNB-75",4.949,5,8,"Irinotecan"
"4535",616348,"Central Nervous System","SNB-78",4.27,1,8,"Irinotecan"
"4536",616348,"Central Nervous System","U251",5.428,7,8,"Irinotecan"
"4537",616348,"Central Nervous System","SF-268",5.48,8,8,"Irinotecan"
"4538",616348,"Central Nervous System","SF-295",5.236,8,8,"Irinotecan"
"4539",616348,"Central Nervous System","SF-539",5.337,7,8,"Irinotecan"
"4540",616348,"Central Nervous System","XF 498",4.297,2,8,"Irinotecan"
"4541",618487,"Non-Small Cell Lung","NCI-H23",8,2,3,"Staurosporine"
"4542",618487,"Non-Small Cell Lung","NCI-H522",8,3,3,"Staurosporine"
"4543",618487,"Non-Small Cell Lung","A549/ATCC",8,3,3,"Staurosporine"
"4544",618487,"Non-Small Cell Lung","EKVX",8,3,3,"Staurosporine"
"4545",618487,"Non-Small Cell Lung","NCI-H226",8,1,3,"Staurosporine"
"4546",618487,"Non-Small Cell Lung","NCI-H322M",7.88,2,3,"Staurosporine"
"4547",618487,"Non-Small Cell Lung","NCI-H460",8,3,3,"Staurosporine"
"4548",618487,"Non-Small Cell Lung","HOP-62",8,3,3,"Staurosporine"
"4549",618487,"Non-Small Cell Lung","HOP-18",8,3,3,"Staurosporine"
"4550",618487,"Non-Small Cell Lung","HOP-92",8,3,3,"Staurosporine"
"4551",618487,"Small Cell Lung","DMS 114",8,3,3,"Staurosporine"
